sentiment,text
negative,Work great. Only issue is insulation has cracked in several spots after use in cold. Perhaps while so inexpensive. Simple fix with liquid tape but still annoying.<br /><br />Gave that set of cables to friend. Ordered cables from another seller and an trying them out.<br /><br />Would not buy this brand again...
positive,"INTALLS IN A SECOND (MAGNET). USED ON BACK OF VEHICLES.  LETS ME HOOK UP WITH OTHER VETS AT CAR SHOWS ,ETC"
negative,"Everything the other negative reviewers reported in spades! I followed directions in the videos completely. And, what I got was a hazy car that looked like hell in the sun. I will never buy this product again and wish that I could get my money back. Absolute garbage! And, I expect much, much more from Meguiar's!"
positive,very good fit
positive,"Excellent quality, perfect fit and works well! Way better pricing than the dealership!"
positive,Very Good.
positive,works for solenoid replacement on 2000 gmc yukon xl 1500 5.3L
positive,The grommets weather and the linkage falls off. It's difficult to install by yourself.
positive,Works perfect. 2010 highlander.
positive,Well worth the money. These are very big.
positive,I used them in my husbands truck
positive,Easy to install. Instructions to remove old wipers. Will buy again.
positive,"This ashtray works great outdoors. The spring on the clamp is nice and strong, and you can clip onto whatever you have handy. If you want to use it in your car, be aware that although it has a lid, it doesn’t seal, so the smells can still escape."
positive,"Priced well fit right in, no problems"
positive,Item delivered on time and was as described.
positive,nice
positive,"I had dropped my last key fob and it stopped working I was so upset for a new fob replacement it was going to be $300 and I was very reluctant to buy this, but I went ahead and did. Thankfully I was able to take out the chip board out and place it in the new fob and it works great. No problems, glad I went this route saved me lots of money. If your cip board is damaged idk that it will work like it did with mine."
positive,does the job
positive,nice looking sticker
negative,Have received 2 cans of this so far and both have issues spraying.  The lube turns white on my chain like I am spaying lithium grease on it.  Won't buy it a 3rd time
positive,This is a great sun shade. Still lets the air in and protects the driver as well as the interior.
positive,So glad  chose these -- makes the back seat neater and  my family loves them
positive,Stronger than original and direct hole fit.<br />Would recommend!
negative,Did not line up well. Contacted seller o get refund twice and did not get a reply. Yhis alone tells you not to do business with them. We got them installed and they do work fine. The lens appears cheap and i my opinion will yellow quicker than competing headlights.
positive,"Well, this is great.  I bought a pair of sensors for my car years ago, but only changed one out since they were such a nightmare to remove.  Thankfully, that fixed my fault code, but with this, I was able to fairly painlessly change out the other.  Just need the right tools."
positive,Bought these for a vehicle that was in desperate need for new brakes and extremely happy with this brand.  Work great and no noise!! Doesnt appear to create much dust and honestly I purchased the front and rear set combined on Amazon for much less than I would have paid at the local parts house for just the front or rear seat individually.
positive,"Bought these to replace the locks on my camper.  It does work fine, but they are not as snug I was was hoping for.  I love the keys they’re so easy to use compared to old locks I had.  The locks also seem to be very sturdy, just don’t quite fit 100% (but could have been my error installing them). Install was easy though. I would buy these again, the price makes it a no brained"
positive,I have not installed this filter yet but it seems to be ok.  I did not rate the sheerness because I don't know what it means.
positive,great product
positive,"Overall I like the vacuum... for the sale price. Had I paid full price for it I would probably not be as happy, because, I'm sorry, but there's no way this thing is picking up a soccer ball. And the fact that my unit came scuffed up, which I'm miffed about.<br /><br />However, thankfully I didn't need the vacuum to pick up a soccer ball and scuffing doesn't have any effect on function.<br /><br />I particularly like the brush end that comes with this. I've purchased other car vacs in the past with cheap, glued on brushes that broke off after one use. This isn't one of those kinds of car vacs.<br /><br />I had no problem at all cleaning the floors in my Nissan Versa and having a dog and a ten year old child, they get pretty nasty sometimes.<br /><br />The dolphin tail thing, realistically won't get much use just because I have such a small car and it's not an easy thing to maneuver in such a small space, though it is a neat feature of the vacuum.<br /><br />Four stars only because I am still a bit irritated that I received a product that was scuffed up. Otherwise, I'm pretty happy."
positive,Fits perfectly in my 08 HSE RR. You'll want to have a few washers handy and probably 2-4 of those adhesive rubber numbers. I had to use the washers to snug up the fit between the bracket and the vehicle.
positive,"Purchased 2 sets of these for our boat trailer.  So far, they are holding up quite nicely.  They were just as described and easy to install."
negative,"Doing well except the one that i am using full time, now and then does not lock/unlock the doors on the first push of the button. Out of my two original remotes one was less reliable in this same manner but the new one is not as bad."
positive,"quick delivery time, cap was a perfect match and worked as intended."
positive,Works good
positive,"Perfect fit, great quality. Bought a 2nd one, would buy again and again. Clasps nicely, and super comfortable. Integrated visor is great. Buy it!"
positive,"I use these to repair a sewer hose that develops a pin hole leak. No sense throwing the hose away, just cut it at the leak and add these, which extends the life of the hose."
negative,Works
positive,"Installed this on a 2013 JKU. Did not come with H4 to H13 adapter as is necessary for the install. Contacted seller and got that resolved.<br /><br />Direct fit into the stock positions. Much brighter than stock bulbs and has very distinct cut off for easy adjustments.<br /><br />Warranty is for 12 months. Replacement will ship from China, so keeping the original headlights might be a good idea for equipment as critical as headlights."
positive,"I've had a lot of chamois over the  years and aside from some being a little thicker, and others a little thinner, they are all pretty much the same. This is well made and I'll be ordering again when I inevitably lose this one (I keep them in instrument cases for polishing finishes).<br /><br />I gave it a quick rinse when it arrived, per the instructions, but I don't think it was strictly necessary. This didn't come oily like some chamois."
positive,The magnet is strong enough! This makes serving my 900 RZR trail much easier... I couldn't imagine having to switch a belt out while out in the field without out it. The model has very tight working conditions....
positive,Ordered with Raybestos PGD1522C Professional Grade Ceramic Brake shoes for my 2011 Chevrolet Cruze.  Took less then a hour to remove and replace with new and the difference was very noticeable. Very Happy and will purchase again if ever needed although I expect the car will have been traded in long before I have to replace again!!
positive,Good to warm your hands with on a cold morning but not really powerful enough when it gets really cold to help clear or defrost your window.
positive,VERY NICE
positive,Used it on my 2000 Ram Van and am very pleased with the quality and price.
negative,"Do not buy. Very bright, but one is out after a month."
positive,"I had intended to buy a high capacity jump starter for some time for use on the farm.  I was prompted to go ahead and get one a few months ago because the batteries on my Dodge Ram 3500 have reached the point that they will hold a charge for only a few days -- some times the truck may set a week without being used.  Since the vehicle starts fine when used regularly, I didn't want to buy a new pair of batteries till I had to.<br /><br /> I have been amazed at the power that this jump starter delivers.  It starts my truck's relatively big Diesel engine every bit as easily as new batteries would.<br /><br />Only one minor complaint:  The cables on the jump starter lack a couple of feet being long enough to reach from the ground to the battery on my truck.  This is a minor problem -- I simply set it on the bumper.<br /><br />As I said, I have owned this jump starter only a few months.  If future problems occur, I will amend this rating."
positive,This fuse tap worked well form y 2013 Honda civic. It took a few time to get it to stay. Kept pooping out but after i got the wire positioned the way i wanted it there was no preload on the fuse itself so it has stayed for over a month without popping out. Product works well for add on circuits.
positive,This was a filter for my Honda Shadow. Fram filters seem of quality construction And service was amazingly fast. Anazon Prime is the way to go on items like this or things you would have to drive around and search for.
positive,This replacement worked great on the stabilizer system for my camper. But<br />My old switch was in a round hole but the new switch was a rectangle so I had to modify it to fit. Also I had to add male flat ends to the 4 wires to attach to my existing wiring . But this item worked perfectly once installed in about a total of 20-30 minutes .
negative,"These caps look good initially and function properly, but the black metal fades after a few weeks when exposed to sunlight."
positive,"Same price as stock replacement parts locally. Fits well, cannot say there is a braking improvement over stock"
positive,GREAT PRICE!  THANK YOU!!
positive,Great looking running lights!  I am very happy!
positive,"This is the second pair I've owned (actually I bought two this time around).  These glasses fit nicely with a full face helmet for motorcyclists and are lightweight for casual daily wear.  The padding inside the frame keeps a nice flow of air to keep lenses from fogging.  The lightweight design also keeps the wearer from ending up with dents in the nose pad areas after long wear.  The color/design is simple yet eye-catching.  These are sturdy and durable glasses.  I still have and wear the old ones when working the in yard.  Additionally, if you drop the glasses and the lens pops out, it is easily popped back in.  I highly recommend these to anyone looking for quality, durablity, style and an overall good value!"
positive,Works for my 2007 toyota matrix brake lights
positive,This is an excellent vehicle soap that easily removes grime and bugs. I also use this soap to clean the outside of the windows on my house.
positive,perfect
positive,Appears to be a great product however it does not expose the front hardware buttons on my HTC 4g LTE.  Other than that it was exactly what I wanted.
positive,Great product
positive,"Soft.<br /><br />Does not hold pebbles or rocks in the fibers.<br /><br />Scrubs the dirt away.<br /><br />Thick, so you don’t have pieces of it sticking through and scratching up the paint.<br /><br />Easy to clean and put away.<br /><br />I recommend this product."
positive,Direct replacement for my brittle factory one on my RV
negative,Rugged?  It's made out of some kind of paper material.  Ripped a hole just putting it on.  If I didn't need it so bad for a trip this week I'd send it back.
positive,Really like these. Made well and don't slip. Look good too.
positive,"[[VIDEOID:2a462c80800f8089fdb0381908dfa1b7]] I put these in my 2000 300M map lights and what a difference, highly recommend these to everyone."
positive,Fit Good easy setup attached with a tiewrap
positive,Great stopped for horse trailer windows n doors!<br />Easy to install
positive,Sturdy decal for the back windows of our vehicles.
positive,"This shade is a near perfect fit for the windshield on my 2021 Gladiator.<br /><br />Quality is okay, but it was pretty inexpensive. So no complaints from here. When it's time to put it away, it folds neatly into a small storage pouch that fits right in the glove compartment.<br /><br />I started parking outside and needed this. Overall, I'm happy with this order."
positive,It works just fine
negative,Difficult to open item. Tiny piece of double sided tape to stick to surface. Even on a very clean dry surface item refused to stick and kept falling off.
positive,These retainers work well. There isn't much to say. I needed them after I replaced head light bulb on a 2007 Accord.
positive,Easy installation and looks great
negative,"They work,, but if your looking for blue daytime running light color  look else where these are regular yellow light. Factory like."
negative,These are no better or worse than any other for the rear window wiper on my Vibe. I think in part because of the short size and the window wiper arm does not/cannot exert pressure like a windshield wiper does. It wipes clean for a while but then will start streaking.
positive,Good value. Best deal around.
positive,They are alright for the money you can’t beat it they are lil yellow and white
positive,Identical replacement. Toyota dealerships will rape you to the tune of $350 for the same part PLUS another $120 to install it. That's obscene. Buy this instead of dealing with Toyota.
positive,"Good for the price, classic appearance looks good on my retro bike."
positive,worked well
positive,"Simple to replace .,works well no leaks ."
positive,"Necessary tool for garden tractors, mowers, wheelbarrows and the like."
positive,Fit fine. Works well on the road
positive,Just as described
positive,It is excellent easy to use and fit for purpose
positive,Inexpensive brush set. I bought it to clean out my horses hooves before applying medicine. This brush works great to get into small areas.
positive,I use this to filter about 3-4 gallons of gasoline at a time for my mowers. I keep a 5 gallon can of filtered gasoline on hand most of the time. Can't tell how effective it is but I like to take every precaution I can to keep dirt and water out of my carbs.
positive,"This is a reasonably priced voltmeter (Multimeter) to be used for indoor basic household purposes.  As of this review it costs $17.99.  It's small and compact making carrying easier than the much larger multimeters.<br /><br />What I like:<br /><br />The inside fuse is very easy to replace although there is no place inside the voltmeter to store spares.<br />Battery compartment is easily accessible using a small Phillips head screwdriver.<br />The leads fit snugly into the voltmeter,  and the points are nice and long.  Endcaps are included to keep the points safe from damage.<br />Readouts are easy to see.  The display has large numbers.  But you will need your glasses to see the volt markings on the dial.<br /><br />What I wish it had:<br />A stand to hold it upright making viewing it easier.  As it is, it lays flat on it's back.<br />It comes with a 12v battery, but I would prefer it use a 9v battery for easier replacement.<br />No alligator clips are included which would have been a very nice extra.<br /><br />It will detect a live circuit (outlet) but it seems to register it better if something is plugged into the outlet but it doesn't have to be turned on.  (The voltmeter must be turned on.)  I tested an outlet here in my office with nothing plugged in and the light on the voltmeter would faintly flicker, but when I plugged in a lamp which was turned off the light on the meter came on very brightly.  I would always just assume it's a live circuit unless you know for sure you have cut off the power to it.  Overall, very useful for indoor household current measurements, but not made for HVAC work."
positive,"Great product, works and does exactly as expected (2007 Mustang)! Used as replacement for old remote, easy to program, comes with instructions"
positive,Perfect quick and no mess delivery. A lot of shipped oils and fluids come leaking and beat up. Perfect here and not one drop. Great oil and I already know how it performs as I have been using it in my Mercedes and Porsche for years with no engine issues.
positive,This mink oil is good quality. And I've oiled about all my leather items with good results.its een Raining out here in<br />SO CAL for past two weeks with more on the way so I don't think you'll find a better test!this oil gets A++ one thing that was a bit strange though was on its rating for review....they wanted to know how it fits? Im not really into slathering mink oil on my person! Lol works great on boots though! Lol God purchase👍
positive,Worked very well to charge my fish finder battery on my kayak.
positive,"Installed on my 04 Silverado 5.3l v8.  My guage had pegged all the way up to 80. Due to the location of the sensor, it was a tight squeeze to install. With the right socket, swivle and extention, install wasn't really that bad.  Shop quoted $180. I saved a bucket of cash doing it myself."
positive,"Towed our camper from Florida to Utah and back, so I have to say it's worked great!"
positive,Perfect fit to my Sedona 2009
positive,No more spilt gas when fueling garden tractor.
negative,"I'd be reluctant to keep this in the house as it smells strongly of the cheapest burnt Chinese plastic. It also has the button labels in Chinese which is strange. Having said that, since it's a vacuum you keep in the car, in a case, that isn't such a big deal.<br /><br />It has to be plugged into a cigarette lighter to work (no battery). The suction is OK but not great. It's definitely not heavy duty and is best for picking up some dust and light debris between cleanings with a real vacuum. It does not have a dust bin separate from the filter so be prepared to need to change or attempt to clean the filter a lot.<br /><br />The tire inflation feature works but it's very slow and very weak. It may work in a tight pinch to help you get enough air in the tire to limp to a service station but that's about it. However, in an emergency that may be enough and for the price maybe it's worth it.<br /><br />In short I'd say the major use case is if you just like to vacuum up dust and very small crumbs. It's pretty good for that."
negative,Didn’t fit for my F250. It was not long enough to be able to lock. Ended up getting a different one
positive,I took the number rings off as someone else suggested and lubed everything up good with grease. I always put the rubber boot over the combination lock when it is mounted on the car. No water gets in and it should last forever.
positive,heavy duty
negative,made in China  THERE is a Califorina waring label to not be use for drinking water.  dose qualify for free shipping although it says it dose on the description..
positive,This is used for winch on a low boy trailer. Works as expected. Good quality
positive,Beautiful addition.
positive,Don't forget to disconnect your negative terminal to reset your air flow sensor. I've put this product on my last five Chevy trucks. It's always worth the money.
positive,Noticed better response. Gas mileage about the same. Louder
negative,"Bought this part in August of 2019.  Finally put it on in July of 2020 and thought, wow, this went on easier than all the commenters said it would.  1 day later is what the image shows.  The knocking of the steering column was nice and quiet for the one day.  This alleges to be a doorman part, and it may be, but the Doorman part form the local parts store was mfg in Taiwan while the amazon part was China.  The Taiwan part went on like the bear I was expecting.  Hopefully it lasts longer."
negative,"If you think a strainer holds water well , then you will love this air mattress. Holds air for about 2 hrs . Very thin material for something that is suppose to sit in a truck bed . Wouldn’t recommend."
positive,I received mine today.  I put a smart phone into it and called the phone from another phone.  The phone in this bag did not ring.  I swapped phones and tried it with a second phone.  Same results.  It works.
positive,"I just finished replacing my OEM ignition coils (BOSCH) and plugs (NGK/VW) with these DENSO beauties at the 8 year/60,000 mile mark.  I learned on my Jetta...VW OEM coils have a life cycle.  These fit snugly on top of new NGK Iridium plugs in the VW 2.0L engine.  Being careful, it still took under an hour with a spark plug extension on a cheap ratchet set.  Pop the plastic engine shield, push the coil plug ""rack"" off the coil with a flat head screwdriver, one at a time and pull them up one cylinder at a time, then unscrew your plugs and inspect the tips for oil and corrosion.<br /><br />Change the air filter at the same time and give the onboard computer time to adjust to the cleaner air/spark mix.  Voila...renewed engine!  Any hesitation off the line is gone and the run up the gear box is smooth and linear again.  DENSO invented and perfected the long coil...it's a global economy on Amazon.  I saved about $200 vs. US VW dealer costs.  Now, I start quick, run quiet and my (Mean) City/Hwy mileage went from 27 mpg to 37 mpg on Premium.  At $4.50 a gallon, these coils and Iridium plugs pay for themselves in three to four months of driving."
positive,"Fits great...reduces glare nicely, but does not stick to the dashboard! We don’t know why...something on the dashboard too slick?"
negative,"It is made for area with 3rd row up, so it doesn't cover space with 3rd row down."
positive,"These were easy to install after watching a YouTube video of how to remove the old ones. They replaced the old, broken down original ones perfectly and now water isn’t getting into the door every time it rains. Plus they make the old car look great!"
positive,"The only down side is that you have to loosen the bolts in the headrest to put the covers on them. The seats pop out easy without tools. You just stretch the cover on back first and then bottom. Then snap the seat back in. They come out for easy hosing down. They made my weathered seats look good again. There's a little slack, but they haven't blown off going down the highway at 75 MPH."
positive,Perfect
negative,"Set screws WILL vibrate loose sooner or later. Use BLUE Loctite to secure these. Manufacturer does not take much pride in Q/A, watch out for burrs and sharp edges left over from the factory. Like some said, the offset expander bolt is pretty cheap and doesn't hold very well. I tossed those for some other cylindrical expander bolts I had from other projects. But for the money these work fine. You can spend 3x or more for CRG name brand, but no one but you will know the difference."
positive,Fits on all of our vehicles inside and out.
positive,love it
negative,Ok but I was hoping for handles that were a bit more heavy duty.
positive,Smells like leather!!!!
negative,Lots of dark spots and the plug fits loosely
positive,Top quality tool box but it's weather guard it should be. You get what you pay for when it comes to truck tool boxes and weather guard is the best.
positive,Works great.. Placed it on the windshield of the Harley Davidson Switchback
positive,"Fit and work perfectly.  Wipe well, no streaks."
positive,Love it
positive,genuine Honda parts
positive,These are expensive but there are not many options for a Honda VTX 1300C as the handlebar is different. This is the only style which will work. In the end it makes an amazing difference and transforms the comfort level of the machine allowing the handlebar to come to you instead of you reaching for it. Highly recommend.
positive,I have been using these dusters for years around the house and sometimes the car.  They do a great job and last a very long time.  What more can I say.  They work....
negative,"Its junk, Now why would i say that you might ask?  Sure its a rain cover, but it is extremely light. Light enough that it blew away with very light wind from an SUV. Now by all means if you are looking for something light make sure you get the one tthat fits your vehicle tight or use some sort of ropes so it wont fly away."
positive,"I love bling, so perfect for my new car!  Also, they often call me the queen!"
positive,"This is a great little scanner that takes care of the basic needs. It's easy to navigate and has a nice color screen, and even does some of the graphing of live data. The refresh rate is a bit slow, so the graphs are a little sketchy. But otherwise this is a great unit that is handy to have around the shop or garage."
positive,"After almost knocking myself out on the edge of one slideout, this product is essential to have on our motor home."
positive,Perfect for someone who drives as Indian. My friend loved it.
positive,I have been using them for years good everyday truck tire. Would recommend them.
positive,Sturdy and long enough to get my big Buick windows. Works great but hate to have to use it.
positive,I use this every time when I wash my car and it has really helped to keep my tires clean and looking awesome.
positive,Very bright and visible in even the brightest sunlight. They compare favorably to any LED warning light that I have seen. I recommend them strongly.
positive,"Used this on a my Harley Sportster custom 883, 2006. It didn't fit right out of the box. I had to make a hack to make it fit. But it fits. It takes the wind off my chest at speeds over 50MPH. It looks a bit funny because it sticks out so much. I had to drill and grind 2 small metal pieces to extend for the visors clamps to be able to reach the screw holes of the forks. If you want plug and play- it's not for your 883C but if you don't mind getting a little dirty go for it. Some people like it, some don't, I really like the look, club style."
positive,"I am impressed! This &#34;thing&#34; works exactly as it's supposed to. It took me perhaps 15 minutes to install the exhaust adapter (somewhat unusual situation, so it could take others a lot less time if all was &#34;normal&#34;), which remains in place on the generator's exhaust pipe. All the pieces fit together precisely, so that once the exhaust adapter is installed, it takes maybe 5 minutes to install the whole thing--and it works! It quiets the generator a little, but most important, it diverts the generator exhaust about 10' above the normal exhaust pipe outlet. The recommended test, of seeing if a small piece of paper will travel upwards inside it, worked exactly as predicted--perfectly.<br /><br />Some comments:<br />&#62;The curved steel part that is attached to the exhaust adapter gets really hot. Keep pets and children away! Not sure how, but I'm thinking some sort of protective shield might be a good idea. It stays hot, well after the generator has been shut down, so no one should get anxious to demount the system too quickly. I didn't time it, but I'd guess it was a good 5 minutes before I could leave my fingers on it.<br />&#62; The plastic piping never gets too hot to touch. My first test run was for about 15 minutes with the generator running and the RV's air conditioner loading it. The ambient temperature during the test was about 95 degrees. Yet I could touch the plastic pipe anywhere that I chose to.<br />&#62;I can't imagine making one as inexpensively as this one costs, while still trusting it to do the job. I'm a DIY person, so I priced pipe and pieces some time ago, and if my time is worth more than 25 cents/hour, I couldn't duplicate as good a one for the money."
negative,"Cheap aluminum,  punched out. Rattles in the housing. Box broken during shipping due to being packed in with two heavy items."
positive,Awesome color accent for my jeep.
positive,The missing link! This cleared my CEL on my 97 4runner after replacing the O2 sensors and the TPS.
negative,"Not my first rodeo. Out of the packaging it looks promising. Reality is that it’s sorely lacking. Obviously not leather and that’s ok, but it’s not a good facsimile. It stretches a bit but ends up looking as cheap as it is. Stitching is weak, broke with minimal tension. The included thread is laughably thick. Doesn’t need to be to be strong, but this stuff tangles not matter how careful you are. Have never seen thread work so hard to unravel.<br /><br />You can do better. Easily."
positive,"Didn’t use velcro or sticky tape, stays in place in my 2019 Toyota Tacoma 4-door. A bit of a tight fit, which probably why it doesn’t fall. Used mostly for face masks, so they stay clean and not mixed up with everything else in the truck."
positive,Great value! Very durable and awesome fit!
positive,Item as described
positive,Perfect replacement.
negative,"Due to its high viscosity, it seems to attract more dirt than keep the tires clean over time.  I would much prefer the spray can version.  One trial was enough.  Trashed it at about halfway through."
negative,"Im a contractor by trade. Love my tools...especially good ones. The handle on this is not that big. Im 5ft4inches tall and well my hands aint that big ya know? My hand dwarfs the handle on this tool. I suppose if leverage is not what you need from the handle end of this tool, it should be fine.<br />Otherwise it looks and feels like &#34;made in China cheap&#34;. That being said, its sharp and has an intricate bend to the tip. Looks good for the purpose intended. Think its worth about what I paid for it."
positive,This is my second Park tool patch kit.  Once I realized how dead simple it is to repair flats on my bike I haven't had took buy another tube.  Never had a bad patch with this kit..
positive,For that extra torque some connections need.
positive,I love all towels from them
positive,Basic
positive,Was easy to install and worked well
positive,Good 10w40 oil for wet clutch applications. Keep up with regular maintenance and this oil will do just fine.
positive,"Super easy to install, drop in.  Really nice to have ur small items organized and easy to reach.  Highly recommend getting one."
positive,used to repair engine oil filter line on skidsteer exactfit and did not have to buy fifty feet!
positive,It fits fine and I guess it will work fine.. Just prepare to be underwhelmed by this injection molded piece of plastic.
positive,Really the only one that you can actually feel makes a difference
positive,Works great! Fit on 2006  Nissan Xterra.
positive,"Even though I followed the guidelines for the correct battery, the battery was too small. Once installed and started, the battery started right up. I will see how good it is after not driving my car in this snow storm for two weeks."
positive,Exactly what I wanted...and you get two!
positive,I bought these to replace the cheap ones that came with my JD 1025r. These are much better. They really fit tight and snug. This was a good purchase. Shipping was quick too.
positive,"I tried this in order to carry my air  machine for tire inflation.  I didn't want to store in card box.  This is so nice; better than I expected.  It holds my machine, safely, and the extra parts and has a little space left for other small items. Inside the carrier is a mesh insert bag in top that holds instructions and other papers.  I like the black exterior with the yellow accents to make it stand out.  So little room needed in trunk. I would recommend without receiving compensation."
positive,"I buy these quite often as I get a lot of flats on my roadie due to glass.  The patches are easy to place, and they don't come off once they are glued.  The glue does sometimes stick to my tire, but it pulls from the tires pretty easily."
positive,"Pissed off at GM since I bought a $64,000 truck and this was not included.<br /><br />BUT it is a welcome addition!!"
positive,Fit perfectly
positive,"This shackle has the breaking strength of 38,000 lbs.  This is amazing considering its light weight and softness.  If you need to do an emergency tow and not scratch your vehicle this shackle comes with a nice sleeve for protection.  Its synthetic fibers offer high strength to low weight and flexibility.  All of this make it easy to stow away in the vehicle or in your carry bag for emergencies.  The flexibility allows it to attach to a variety of fittings."
positive,"This sticker is a little smaller than I was expecting, because I didn't figure it out before I ordered it, but I think it's funny.  i'm kind of bossy at work, so helps make my case and give folks a heads up!"
positive,"They come in Ford / Motorcraft packaging. The CPS is black with purple o-ring. I think this is the one considered the best replacement for a faulty CPS on the 7.3L Powerstroke. The picture on the product page looks different (much lighter), likely due to camera lighting. Haven't installed it yet, but if there are any issues, I will certainly update my review.  01/11/2023"
positive,"I love that its not bulky and easy to operate. I had mine for couple years and used it a lot!!! One day grandkid came over in his car and I saw that his tire had low air pressure and ask if he saw that. Of course he didn't see it or have anything in his trunk to help with this or any road hazard. For Christmas gift, I purchased 2 for grandkids to put in their car.<br /><br />My friend saw what I had, he asked me ordered him one.  After it saved him out in the woods, he ordered 3 more for his kids and friend."
negative,"Bought the 62inch shelf for a new Nissan/Chevy City Express. The shelf is advertised as it fits this vehicle. It doesn't!!<br />Had to cut all the shelving down to size and re assemble. If you do this, make sure you cut opposite side of rails so you end up with a left and right. Otherwise you wont be able to use the metal dividers. The other issue I had was they shelving does not sit against the back of the van. So there is around 3 inches behind the shelf that is un usable. In a small van this reduces the width between shelves 6 inches total. Thats a huge waste of space!! Other than the shelves not fitting correctly and the wasted space, they are very well built. The brackets used the fasten them inside the van had to be modified. But they are adequate.The last picture shows the shelf installed after being cut down.  I dont think I would buy these again based on the fact that they dont fit very well. I think the countoured aluminum shelving would have been a better choice for these small vans."
negative,So disappointed that this came used. I was about to use this in the dark and I could still see the dirt and grime trapped in the vacuum. So gross. Will be returning ASAP.
positive,Perfect for our needs!
positive,"I received my Curt Manufacturing hitch cover today and was pleased that it was very fast shipping. I printed and placed a III% decal on the cover for my own personal touch. But when I tried to put it on my hitch, I ran into a problem. The bend on both ends of the actual cover prevented it from sliding all the way in and the holes would not align for my hitch pin. I'll have to enlarge the holes to make it fit. Other than that, it was exactly what I was expecting for a plastic hitch cover."
positive,Nice addition to my bike. I needed a good bottle holder. Sturdy and very easy to install.
positive,Perfect!!!!
positive,Have used the inverter several times now. Works great. It is very quiet. I would recommend this to anyone needing an inverter.
positive,This is OEM!
positive,Good plug at a good price with fast shipping. Nothing more to say!
positive,You want this for emergencies!<br /><br />Everyone should have one of these in the car.  You never know when a light gets left on in your car and ruins your battery.<br /><br />It’s a good idea to keep this to give you a quick boost and get your car running again. This is really good when you need it !
negative,"save time and money buy the dealer ones made my car worse, ar the end of the day lost time and money amazon returned my money but had to pay a mechanic twice"
negative,"Please don't do it.. that's it, that's all"
negative,This is a terrible design....Lucky if you can get it opened without a knife...<br /><br />That alone makes it terrible product as frustration. I still have the one pack as you literally need a knife to open the container.
positive,👍🏻
negative,Did not fit the vehicle it specifically said it would fit in.
positive,we love them
positive,"CarGuys did NOT ask me to write this review.<br /><br />Before I start, I'm an avid car enthusiast.  On the paint care side of things, I have tried just about every product under the sun.  I have my fair share of sealant, waxes and ceramic coatings.<br /><br />The packaging consists of the sealant bottle, one foam applicator pad and a super high quality, plush, seamless, one-sided microfiber towel.<br /><br />This product, by far, is the easiest to apply and buff off.  It goes on extremely easy.  Waited 30 minutes per the directions, and buffed off with the included towel.  I then followed up with the Car Guys Hybrid Wax.<br /><br />The results are simply amazing when considering the amount of effort and time put into the entire operation.<br /><br />I will update after a few months to advise of product longevity.  I do not run my car through an automatic carwash as they are simply terrible for your paint and also the protection that is applied.<br /><br />Great job, Car Guys.  So far this product is a knock out of the park."
positive,My ac is new again
positive,"I was looking for a yellow colored recovery ring for my yellow Rubicon and found this item. It arrived quickly and is a very sturdy piece with a lot of heft to it. The paint protection plastic is actually bright red but once I got some mud on it, it looks like it's not. Overall very happy with this product and would recommend it."
positive,"It was helpful to read the reviews, after seeing many that installed the back ones wrong , I made sure not to make the same mistake. People, read instructions....lol<br /><br />They fit great on my 2015 jeep"
positive,"Didn't believe the online claim that it would custom fit my 2018 Ford Transit 22' van with tall roof, but it fits perfectly.  Offers excellent protection and heat reduction."
positive,Once again I am pleased with this product bought from meguiars !<br /><br />This makes product number 4 that I have bought and they are all great.<br /><br />Makes cleaning my Audi a great pleasure and the finish is showroom quality when I am done !
positive,"Overall an excellent plastic razor blade. My wife uses these for her nail art and they preform well.<br /><br />Now, the changes: Orange blades instead of blue. Not sure if they're different compositions, but they work.<br /><br />No longer Made in the USA, now made in China."
positive,So far so good seems to be working fine.
positive,"This is so easy to use.  I have a 2014 A-Liner, simply remove the drain plugs under the unit, screw this to the water-in connection and connect the compressor hose.  So easy to do that I will not hesitate to camp in the cold weather knowing that I have to do this every time I come home."
positive,This does fit the 2018 sportsman 570. I have it on mine. You just have to adjust the drop leg. My Atv store told me it wouldn't work. It bolts right up. I have used it for two winters now. Its much stronger and better built than the smaller one. With the drop leg it makes it much easier to hook up and unhook.
negative,Good
positive,This is a good heavy strap should not brake for a long time like the cheep one did. Just wish it would come in a 10ft one just as well very nice strap.
positive,Thank you it's perfect
positive,"Last winter was terrible here in N.J., so in preparation, got this blanket for my son's car.  A psychologist, he is part of a mobile crisis operation and often has to journey out in the cold at all different hours.  He says the blanket works faster than his car's remote start to keep his still too skinny legs nice and warm.  Fits nicely in it's storage sack too.  Great buy."
positive,I use this for harley big twin engines and it works well to loosen filter
positive,"30yrs ASE certified mechanic.<br />I bought my 2010 Tundra  used to replace my  2007 Tundra that was totaled out. The 2010 Tundra came with a K&N ""cold"" air cleaner already installed. FYI the K&N is not a true cold air kit because it is not sealed from the engine bay and  it pulls air (hot air) from the engine compartment vs cold air via the fender well like the factory.<br />I included pictures so you can see the quality and design difference between the K&N vs the S&B CAI kit. Filter housing is a true cold air set up for the S&B. Intake tube is much larger for the S&B vs the K&N and well as the air filter.  IMO you can not buy a better CAI kit for a factory motor set up in your vehicle than the S&B kit."
positive,Works
positive,Nice
